row_index,MPN,Part_Desc,Manufacturer,Brand,Classpath,classification_status,classification_method,evidence_tier,evidence_type,evidence_url,evidence_match_status,evidence_summary,taxonomy_validation,contradiction_check,confidence,validation_status,rejection_reason
519,573519,573519 100W Led A21 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
520,573378,573378 60W Led Med 27k 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
521,565622,565622 60W Led Med 20k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
522,586891,586891 Led 60W Med A19 27k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
523,585448,585448 120W Led Motion Bulb,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
524,573444,573444 60W Led A19 Med 50k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
525,566687,566687 60W Cand Led 27k 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
526,564385,564385 40w Led Med 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
527,566661,566661 40W LED Cand 27k 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
528,564898,564898 60W Cand Led 50k 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
529,538319,588525 40W Led Cand 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
530,576009,576009 100W Led Par30L Med 50k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
531,564450,564450 40W Led Cand 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
532,572669,572669 60W Led F15 Med 27k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
533,564906,564906 60W Led Med 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
534,573410,573410 40W Led A19 Med 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
535,576504,576504 65W Led BR40 Med 50k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
536,576017,576017 100W Led Par30L Med 30k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
537,574392,574392 40W Led B11 Med 27k 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
538,576751,576751 65W Led BR30 Med 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
539,583161,583161 Led 65W Med BR30 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
540,566695,566695 60W Led Med 27k 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
541,577007,577007 125W Led Med 30k Flood,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
542,566653,566653 25W Led Cand 27k 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
543,566679,566679 40W Led Med 27k 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
544,573311,573311 60W Led Med 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
545,573394,573394 60W Led Cand 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
546,573329,573329 60W Cand Led 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
547,564930,564930 40W Cand Led 50k 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
548,565000,565000 60W Led Med 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
549,564922,564922 60W Led BA11 50k 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
550,573295,573295 40W Led Med 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
551,564914,564914 60W Med Led 50k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
552,573485,573485 60W Led A19 Med 50k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
553,573337,573337 40W Led G25 Med 50k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
554,544874,544874 32W Led T8 UBulb 40k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
555,570846,570846 50W Led Med 22K 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
556,565473,565473 60W Led A19 Bulb 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
557,573402,573402 60W Led Med 50k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
558,573352,573352 40W Led Med 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
559,573428,573428 40W Med Led 50k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
560,573386,573386 60W Led Med 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
561,564948,564948 40W Led Med 50k 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
562,573303,573303 40W Led Cand 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
563,573188,573188 250W Led Par38 Med 50k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
564,573469,573469 40W Led A19 Med 50k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
565,565671,565671 25W Led Med 20K,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
566,573204,573204 75W Led Par20 Med 50k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
567,581199,581199 60W Led Med 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
568,565887,565887 60W Led Med 20k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
569,586867,586867 60W Led Med 27K,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
570,568451,5686451 50W Led Med 50k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
571,568444,568444 90W Led Par38 50k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
572,573196,573196 75W Led Med 30K,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
573,564500,564500 75W Adj Base 50k 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
574,571513,571513 40/60/100 Led Med 27k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
575,588566,588566 40W Led Med 55k 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
576,565655,565655 25W Led A15 Med 20k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
577,565812,565812 60W Med Led 50k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
578,586917,586917 40W Led Cand 27K 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
579,46719,49719 Wall Light Motion Wh,Maxsa Innovations,,Lighting & Ceiling Fans>Wall Lights>Wall Sconces & Lanterns,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
580,59061BSL,59061BSL Kichler Ext Wall Lt,Kichler Lighting,,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
581,59062BSL,59062BSL Kichler Ext Wall Lt,Kichler Lighting,,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
582,59124BKT,59124BKT Kichler Ext Wall Lt,Kichler Lighting,,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
583,59025BK,59025BK Kichler Post Lt,Kichler Lighting,,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
584,DCL183,Dewalt DCL183 Light - Rechargeable,"Stanley Black & Decker, Inc.",DEWALT®,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
585,73020,73020 Nano Clip Light Bk,Streamlight,,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
586,NEB-FLT-1021,NEBFLT1021 Slyde King FlashLt,ACG Brands,,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
587,NEB-FLT-0053,NEBFLT0053 2600L Flash Light,ACG Brands,,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
588,97708,97708 Police 800L Headlight,Police Security,Police Security,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
589,WORK6000XLTPPLUG,6000L Twin Head Work Light,Feit Electric,Feit Electric,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
590,HOM2040M200PRB,HOM2040M200PRB 200A Load Cntr,Square D Con Prod Dv,,Electrical>Wiring & Boxes>Electrical Wiring & Boxes,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
591,HOM3060L225PGC,HOM3060L225PGC 225 Load Center,Square D Con Prod Dv,Square D,Electrical>Wiring & Boxes>Electrical Wiring & Boxes,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
